Site,Tunnel,System Type,PE Type,MSC ,ICR-2,ICR -3,LED ,VMS,CLV490 ,CLV690,Mirror Type,CLV Setup,SOPAS,Scale Installed,MSC ETH1               IP,MSC ETH1        Mask,MSC ETH1 Gateway,MSC ETH2               IP,MSC ETH2        Mask,MSC ETH2 Gateway,SNTP IP,Solution Server   IP,Solution Server Mask,Solution Server Gateway,Solution Server SNTP IP,Hard Drives,Solution Server Image,Solution Server Software
WOOD,SSA2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.140.197,255.255.255.0,10.79.140.1,10.79.141.197,255.255.255.0,10.79.140.1,10.79.128.1,10.79.131.167,255.255.254.0,10.79.130.1,10.79.128.1,2 TB,9234162_00,1.3.0.1.RC
WOOD,SSB1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.140.200,255.255.255.0,10.79.140.1,10.79.141.200,255.255.255.0,10.79.140.1,10.79.128.1,10.79.131.169,255.255.254.0,10.79.130.1,10.79.128.1,2 TB,9234162_00,1.3.0.1.RC
WOOD,SSB2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.140.201,255.255.255.0,10.79.140.1,10.79.141.201,255.255.255.0,10.79.140.1,10.79.128.1,10.79.131.171,255.255.254.0,10.79.130.1,10.79.128.1,2 TB,9234162_00,1.3.0.1.RC
WOOD,SSB3,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.140.202,255.255.255.0,10.79.140.1,10.79.141.202,255.255.255.0,10.79.140.1,10.79.128.1,10.79.131.173,255.255.254.0,10.79.130.1,10.79.128.1,2 TB,9234162_00,1.3.0.1.RC
WOOD,SSB4,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.140.203,255.255.255.0,10.79.140.1,10.79.141.203,255.255.255.0,10.79.140.1,10.79.128.1,10.79.131.175,255.255.254.0,10.79.130.1,10.79.128.1,2 TB,9234162_00,1.3.0.1.RC
WOOD,SSC1,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.140.204,255.255.255.0,10.79.140.1,10.79.141.204,255.255.255.0,10.79.140.1,10.79.128.1,10.79.131.177,255.255.254.0,10.79.130.1,10.79.128.1,2 TB,9234162_00,1.3.0.1.RC
WOOD,SSC2,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.140.205,255.255.255.0,10.79.140.1,10.79.141.205,255.255.255.0,10.79.140.1,10.79.128.1,10.79.131.179,255.255.254.0,10.79.130.1,10.79.128.1,2 TB,9234162_00,1.3.0.1.RC
WOOD,SSC3,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.140.206,255.255.255.0,10.79.140.1,10.79.141.206,255.255.255.0,10.79.140.1,10.79.128.1,10.79.131.181,255.255.254.0,10.79.130.1,10.79.128.1,2 TB,9234162_00,1.3.0.1.RC
WOOD,SSC4,ICR,WL-27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.140.207,255.255.255.0,10.79.140.1,10.79.141.207,255.255.255.0,10.79.140.1,10.79.128.1,10.79.131.183,255.255.254.0,10.79.130.1,10.79.128.1,2 TB,9234162_00,1.3.0.1.RC
WOOD,SSD1,ICR,WL27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.140.208,255.255.255.0,10.79.140.1,10.79.141.208,255.255.255.0,10.79.140.1,10.79.128.1,10.79.131.185,255.255.254.0,10.79.130.1,10.79.128.1,2 TB,9234162_00,1.3.0.1.RC
WOOD,SSD2,ICR,WL27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.140.209,255.255.255.0,10.79.140.1,10.79.141.209,255.255.255.0,10.79.140.1,10.79.128.1,10.79.131.187,255.255.254.0,10.79.130.1,10.79.128.1,2 TB,9234162_00,1.3.0.1.RC
WOOD,SSE1,ICR,WL27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.140.210,255.255.254.0,10.79.140.1,10.79.141.210,255.255.254.0," 10.79.140.1
",10.79.128.1,10.79.131. 193,255.255.254.0,10.79.130.1,10.79.128.1,2 TB,9234162_00,1.3.0.1.RC
WOOD,SSE2,ICR,WL27,V 3.10.212           EPIC-2 CT                V 3.2,V 3.16.0.25,,V 1.49,S 2.52,5.2,,A1-63879-1,5.2,2.38.3 ,No,10.79.140.211,255.255.254.0,10.79.140.1,10.79.141.211,255.255.254.0,10.79.140.1,10.79.128.1,"  10.79.131. 206
",255.255.254.0, 10.79.130.1,10.79.128.1,2 TB,9234162_00,1.3.0.1.RC
WPOR,SS1,,,,,,,,,,,,,,10.85.24.196,255.255.254.0,10.85.24.1,10.85.25.196,255.255.254.0,10.85.24.1,10.85.24.1,10.85.19.111,255.255.254.0,10.85.18.1,10.85.18.1,,,
WPOR,SS2,,,,,,,,,,,,,,10.85.24.197,255.255.254.0,10.85.24.1,10.85.25.197,255.255.254.0,10.85.24.1,10.85.24.1,10.85.19.112,255.255.254.0,10.85.18.1,10.85.18.1,,,
WRLT,SS1,ICR,WL27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,Yes,10.82.120.196,255.255.254.0,10.82.120.1,10.82.121.196,255.255.254.0,10.82.120.1,10.82.114.1,10.82.115.111,255.255.254.0,10.82.114.1,10.82.114.1,,9193313_04,1.3.0.1.RC
WRLT,SS2,ICR,WL27,V 3.10.212           EPIC-2 CT                V 3.2,,V 4.0.3.19,V 1.49,S 2.52,,1.4.0.10,2073519,,2.38.3 ,Yes,10.82.120.197,255.255.254.0,10.82.120.1,10.82.121.197,255.255.254.0,10.82.120.1,10.82.114.1,10.82.115.112,255.255.254.0,10.82.114.1,10.82.114.1,,9193313_04,1.3.0.1.RC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
